COUNTY,CENTER,PHONE,AGES,CAPACITY,CITY,ADDR1,ADDR2,ZIP,Full Address,lon,lat
Monmouth,"RJK Early Childhood Education, LLC dba Kiddie Academy of Upp",609-208-2530,0 to 13,166,Allentown,5 Allyson Way,,8501,"5 Allyson Way,Allentown, NJ 8501",NA,NA
Morris,Cradles to Crayons,973-953-9838,0 to 13,121,Morristown,26 Headquaters Plaza,,7960,"26 Headquaters Plaza,Morristown, NJ 7960",NA,NA
Monmouth,The Learning Experience,,0 to 13,158,Howell,2369 Route N,,7731,"2369 Route N,Howell, NJ 7731",NA,NA
Morris,Quality Time Childcare,973-697-7723,0 to 13,180,Oak Ridge,5633 Berkshire Valley Road,,7438,"5633 Berkshire Valley Road,Oak Ridge, NJ 7438",NA,NA
Somerset,Little Gems Montessori Academy,732-649-3443,0 to 13,60,Somerset,65 Weston Road,,8873,"65 Weston Road,Somerset, NJ 8873",NA,NA
Gloucester,"Children of America Sewell, LLC",856-245-7090,0 to 13,186,Sewell,263 Blackwood Barnsboro Rd,,8080,"263 Blackwood Barnsboro Rd,Sewell, NJ 8080",NA,NA
Hudson,Greater Bergen Community Action,201-342-5189,0 to 6,321,Jersey City,93 Nelson Ave,,7307,"93 Nelson Ave,Jersey City, NJ 7307",NA,NA
Monmouth,Montessori Enrichment Center,732-364-2244,0 to 6,95,Howell,115 Kent Road,,7731,"115 Kent Road,Howell, NJ 7731",NA,NA
Warren,Sunny Days On Main LLC,908-852-5222,0 to 13,70,Hackettstown,178 Main Street,,7840,"178 Main Street,Hackettstown, NJ 7840",NA,NA
Morris,"Children of America Parsippany, LLC",973-744-4434,0 to 13,60,Parsippany,70 Bloomfield Ave,,7054,"70 Bloomfield Ave,Parsippany, NJ 7054",NA,NA
Passaic,Gingerbread Kids Academy,973-831-6166,0 to 6,75,Wanaque,207 Ringwood Avenue,Suite 4b,7465,"207 Ringwood Avenue,Wanaque, NJ 7465",NA,NA
Gloucester,Blooming Buds Learning Center,856-241-7611,0 to 13,55,Swedesboro,700 2nd Street Suites A And B,,8085,"700 2nd Street Suites A And B,Swedesboro, NJ 8085",NA,NA
Hudson,"Smart Start Academy-CKJ Group, LLC",201-424-5729,0 to 13,58,Hoboken,552 9th Street,,7030,"552 9th Street,Hoboken, NJ 7030",NA,NA
Morris,Tiny Totz,973-887-2299,0 to 6,29,Parsippany,215 Kingston Road,,7054,"215 Kingston Road,Parsippany, NJ 7054",NA,NA
Hudson,Little Hudson Academy,201-223-9848,0 to 13,100,West New York,4911 Bergenline Ave,,7093,"4911 Bergenline Ave,West New York, NJ 7093",NA,NA
Essex,Mina's Kids Day Care Center,973-761-5656,0 to 13,48,Maplewood,495 Valley Street,,7040,"495 Valley Street,Maplewood, NJ 7040",NA,NA
Hudson,Friendship Family Day Care Center,201-437-3544,0 to 6,78,Bayonne,41 - 45 West 20th Street,,7002,"41 - 45 West 20th Street,Bayonne, NJ 7002",NA,NA
Hudson,"Smart Start Academy-The Learning lounge II, LLC",201-232-1115,0 to 6,26,Jersey City,180 Newark Ave,,7302,"180 Newark Ave,Jersey City, NJ 7302",NA,NA
Mercer,Young Celebrites Child Care Center II,609-771-0003,0 to 13,30,Ewing,"1410 Parkway Avenue, Suite K",,8628,"1410 Parkway Avenue, Suite K,Ewing, NJ 8628",NA,NA
Hudson,"Golden Age Learning Center, LLC DBA Kids Golden Age",201-362-8857,0 to 13,30,Jersey City,498 Central Ave,,7307,"498 Central Ave,Jersey City, NJ 7307",NA,NA
Bergen,Creative Kids Learning Academy,201-337-8300,0 to 13,60,Oakland,228 Ramapo Valley Road,,7436,"228 Ramapo Valley Road,Oakland, NJ 7436",NA,NA
Essex,"Maggie's Kidz Early Childhood and Enrichment Academy, Inc.",973-821-5584,0 to 13,20,South Orange,410 Irvington Avenue,,7079,"410 Irvington Avenue,South Orange, NJ 7079",NA,NA
Monmouth,Abundant Life Child Development Center,732-888-7787,0 to 13,46,Keyport,17 Third Street,,7735,"17 Third Street,Keyport, NJ 7735",NA,NA
Essex,IHS Little Angels Academy,973-371-5055,0 to 13,40,Irvington,1442b Springfield Avenue,,7111,"1442b Springfield Avenue,Irvington, NJ 7111",NA,NA
Middlesex,"RA-Woodbridge, LLC. DBA Lightbridge Academy-Woodbridge",732-726-3646,0 to 13,143,Woodbridge,458 Amboy Avenue,,7095,"458 Amboy Avenue,Woodbridge, NJ 7095",NA,NA
Mercer,Lawrence Day School,609-588-5700,0 to 13,129,Lawrenceville,510 Lawrence Square Blvd. Sout,,8648,"510 Lawrence Square Blvd. Sout,Lawrenceville, NJ 8648",NA,NA
Bergen,"Merry Go Round Early Education Center, LLC",201-837-0246,0 to 6,37,Teaneck,21 Shepard Avenue,,7666,"21 Shepard Avenue,Teaneck, NJ 7666",NA,NA
Bergen,Lightbridge Academy,201-988-4903,0 to 13,177,Paramus,45 Eisenhower Drive,,7652,"45 Eisenhower Drive,Paramus, NJ 7652",NA,NA
Bergen,"RA-Rutherford, LLC. DBA Lightbridge Academy-Rutherford",201-372-0049,0 to 13,257,Rutherford,201 Route 17 North,,7070,"201 Route 17 North,Rutherford, NJ 7070",NA,NA
Bergen,"RA-Fairlawn, LLC. DBA Lightbridge Academy-Fair Lawn",201-778-8770,0 to 13,140,Fair Lawn,22 - 50 Maple Avenue,,7410,"22 - 50 Maple Avenue,Fair Lawn, NJ 7410",NA,NA
Salem,Precious Time Child Development Center,856-678-3969,0 to 13,55,Pennsville,3 Ferry Road,,8070,"3 Ferry Road,Pennsville, NJ 8070",NA,NA
Mercer,Pennington Children's Academy,609-737-1333,0 to 13,60,Pennington,70 State Highway 31 South,,8534,"70 State Highway 31 South,Pennington, NJ 8534",NA,NA
Hudson,Step By Step School,201-653-5344,0 to 13,121,Hoboken,720 Monroe Street,,7030,"720 Monroe Street,Hoboken, NJ 7030",NA,NA
Middlesex,"RA-Piscataway, LLC. DBA Lightbridge Academy-Piscataway",732-699-1702,0 to 6,167,Piscataway,600 Roosevelt,,8854,"600 Roosevelt,Piscataway, NJ 8854",NA,NA
Hudson,It Takes A Village III,201-985-9555,0 to 13,151,Jersey City,492 - 494 Ocean Ave,,7305,"492 - 494 Ocean Ave,Jersey City, NJ 7305",NA,NA
Ocean,Learning Ladder Nursery and Preschool LLC,732-608-9822,0 to 13,70,Toms River,2 Vans Way,,8755,"2 Vans Way,Toms River, NJ 8755",NA,NA
Middlesex,Stanworth School,732-821-0064,0 to 6,60,Kendall Park,9 Stanworth Road,,8824,"9 Stanworth Road,Kendall Park, NJ 8824",NA,NA
Middlesex,The Learning Experience,732-753-9000,0 to 13,169,Sayreville,521 Raritan Street,,8872,"521 Raritan Street,Sayreville, NJ 8872",NA,NA
Morris,Millie's House,973-495-9900,0 to 6,37,Towaco,700 Main Road,,7082,"700 Main Road,Towaco, NJ 7082",NA,NA
Hudson,Kidville Hoboken,201-377-5495,0 to 6,24,Hoboken,1202 Shipyard Lane,,7030,"1202 Shipyard Lane,Hoboken, NJ 7030",NA,NA
Bergen,Evelyn Street Day School,201-523-9555,0 to 6,120,Paramus,352 Evelyn Street,,7652,"352 Evelyn Street,Paramus, NJ 7652",NA,NA
Middlesex,Start-Rite Nursery School & Kindergarten,732-896-6036,0 to 13,57,Piscataway,9 Stelton Road,,8854,"9 Stelton Road,Piscataway, NJ 8854",NA,NA
Union,"RA-Cranford, LLC. DBA Lightbridge Academy-Cranford",908-653-1231,0 to 13,179,Cranford,560 South Avenue East,,7016,"560 South Avenue East,Cranford, NJ 7016",NA,NA
Bergen,The Learning Experiencee,201-848-9900,0 to 13,171,Franklin Lakes,861 Franklin Avenue,,7417,"861 Franklin Avenue,Franklin Lakes, NJ 7417",NA,NA
Middlesex,"Rainbow Academy, LLC- North Brunswick DBA Lightbridge Academ",732-422-9955,0 to 13,204,North Brunswick,2878 Route 27,,8902,"2878 Route 27,North Brunswick, NJ 8902",NA,NA
Passaic,Bright Future Learning Academy LLC,973-837-6667,0 to 6,60,Woodland Park,214 Lackawanna Avenue,,7424,"214 Lackawanna Avenue,Woodland Park, NJ 7424",NA,NA
Hunterdon,"RA-Flemington, LLC. DBA Lightbridge Academy-Flemington",908-237-0078,0 to 13,199,Flemington,314 Route 31 North,,8822,"314 Route 31 North,Flemington, NJ 8822",NA,NA
Hudson,Viaquenti Preschool,201-217-8707,0 to 13,105,Jersey City,837 Jersey Ave,,7310,"837 Jersey Ave,Jersey City, NJ 7310",NA,NA
Union,Academy House CDC III,908-279-6183,0 to 13,69,Plainfield,109 New Street,,7306,"109 New Street,Plainfield, NJ 7306",NA,NA
Monmouth,"Learning First, Inc DBA The Goddard School",732-933-4888,0 to 6,177,Tinton Falls,4 Hartford Drive Suite #6,,7701,"4 Hartford Drive Suite #6,Tinton Falls, NJ 7701",NA,NA
Monmouth,"RA-Manasquan, LLC. DBA Lightbridge Academy-Manasquan",732-292-3111,0 to 13,179,Wall,2319 Hightway 34,,8736,"2319 Hightway 34,Wall, NJ 8736",NA,NA
Essex,East Orange Child Development Corporation,973-676-1110,0 to 6,54,East Orange,44 Glenwood Avenue,,7017,"44 Glenwood Avenue,East Orange, NJ 7017",NA,NA
Ocean,Kiddie Academy of Jackson,732-730-2100,0 to 13,152,Jackson,21 S. Hope Chapel Road,,8527,"21 S. Hope Chapel Road,Jackson, NJ 8527",NA,NA
Essex,Mina's Day Care Center,,0 to 13,75,Maplewood,1757 Springfield Avenue,,7040,"1757 Springfield Avenue,Maplewood, NJ 7040",NA,NA
Hudson,Great Kidz Learning Center,201-333-0300,0 to 6,33,Jersey City,178 Mallory Ave,,7304,"178 Mallory Ave,Jersey City, NJ 7304",NA,NA
Morris,Stepping Stones Montessori School,973-866-7803,0 to 13,41,Netcong,17 Maple Street,,7857,"17 Maple Street,Netcong, NJ 7857",NA,NA
Monmouth,Minding Miracles learning Center,,0 to 6,53,Leonardo,45 Appleton Ave,,7737,"45 Appleton Ave,Leonardo, NJ 7737",NA,NA
Mercer,Elements Montessori Academy,609-608-0304,0 to 13,60,Robbinsville,1177 Route 130 North,,8691,"1177 Route 130 North,Robbinsville, NJ 8691",NA,NA
Essex,Tutor Time Childcare,973-731-2590,0 to 13,175,West Orange,481 Northfield Avenue,,7052,"481 Northfield Avenue,West Orange, NJ 7052",NA,NA
Somerset,The Grit Academy,908-369-5800,0 to 13,135,Branchburg,1941 Holland Brook Road,,8876,"1941 Holland Brook Road,Branchburg, NJ 8876",NA,NA
Bergen,Jumping Jax Kids Corp.,201-261-3000,0 to 13,45,Paramus,600 Winters Avenue Unit 2,,7652,"600 Winters Avenue Unit 2,Paramus, NJ 7652",NA,NA
Union,Tiny Toes Daycare and Preschool,201-757-5117,0 to 13,31,Scotch Plains,1595 East 2nd Street,,7076,"1595 East 2nd Street,Scotch Plains, NJ 7076",NA,NA
Bergen,The Learning Experience,201-242-8800,0 to 13,180,Englewood Cliffs,21 Sylvan Avenue,,7632,"21 Sylvan Avenue,Englewood Cliffs, NJ 7632",NA,NA
Camden,Above and Beyond Learning Center,856-282-6207,0 to 13,77,Stratford,35 Arlington Avenue,,8084,"35 Arlington Avenue,Stratford, NJ 8084",NA,NA
Essex,Three Stages Childcare Center,973-672-2430,0 to 13,60,East Orange,252-256 North Clinton Street,,7017,"252-256 North Clinton Street,East Orange, NJ 7017",NA,NA
Somerset,Kiddie Academy of Bridgewater,732-619-6538,0 to 13,143,Bridgewater,348 Us Route 22 East,,8807,"348 Us Route 22 East,Bridgewater, NJ 8807",NA,NA
Morris,East Hanover Child Care Center,973-581-7100,0 to 13,146,East Hanover,55 Eagle Rock Ave #2,,7936,"55 Eagle Rock Ave #2,East Hanover, NJ 7936",NA,NA
Monmouth,First Steps Early Learning Center,732-706-1567,0 to 6,46,Middletown,1672 Highway 35,,7748,"1672 Highway 35,Middletown, NJ 7748",NA,NA
Hudson,Estrella's Early Learning Center,201-854-0400,0 to 13,64,Guttenberg,552 70th Street,,7093,"552 70th Street,Guttenberg, NJ 7093",NA,NA
Mercer,Dupree Center for Children,609-497-7854,0 to 6,60,Princeton,400 Emmons Drive,,8540,"400 Emmons Drive,Princeton, NJ 8540",NA,NA
Salem,United Way Of Salem County Early Learning Academy,856-935-2551,0 to 13,120,Salem,118 Walnut Street,,8079,"118 Walnut Street,Salem, NJ 8079",NA,NA
Mercer,The Learning Experience at Hopewell,609-737-2300,0 to 13,164,Pennington,"795 Denow Road, Bldg. B",,8534,"795 Denow Road, Bldg. B,Pennington, NJ 8534",NA,NA
Morris,Peachtree Montessori II,973-299-7322,0 to 6,50,Parsippany,903 S Beveverwyck Road,,7054,"903 S Beveverwyck Road,Parsippany, NJ 7054",NA,NA
Mercer,The Learning Center,,0 to 13,70,Lawrenceville,129 Denow Road,,8648,"129 Denow Road,Lawrenceville, NJ 8648",NA,NA
Burlington,The Learning Experience,888-865-7775,0 to 13,166,Mount Laurel,809 South Church Street,,8054,"809 South Church Street,Mount Laurel, NJ 8054",NA,NA
Passaic,Little Steps to Success,973-779-3990,0 to 13,41,Passaic,235 Lexington Avenue,,7055,"235 Lexington Avenue,Passaic, NJ 7055",NA,NA
Bergen,Prime Time at the Club,201-261-0090,0 to 13,107,Paramus,650 From Road,,7652,"650 From Road,Paramus, NJ 7652",NA,NA
Passaic,GreatStart Early Learning West Milford,973-728-0018,0 to 13,120,West Milford,179 Cahill Cross Road,,7480,"179 Cahill Cross Road,West Milford, NJ 7480",NA,NA
Monmouth,SKL Associates LLC DBA Lightbridge Academy of Freehold,732-303-9600,0 to 13,180,Freehold,1 Schlechtweg Way,,7728,"1 Schlechtweg Way,Freehold, NJ 7728",NA,NA
Morris,Chatham School House,973-701-8303,0 to 6,43,Chatham,110 Main Street,,7928,"110 Main Street,Chatham, NJ 7928",NA,NA
Somerset,Curious Minds,617-290-1568,0 to 13,109,Warren,258 Kings George Road,,7059,"258 Kings George Road,Warren, NJ 7059",NA,NA
Ocean,The Learning Experience at Jackson,732-961-0605,0 to 13,187,Jackson,178 North County Line Road,,8527,"178 North County Line Road,Jackson, NJ 8527",NA,NA
Monmouth,Apple Hill Academy,732-370-0110,0 to 13,80,Howell,598 Aldrich Road,,7731,"598 Aldrich Road,Howell, NJ 7731",NA,NA
Monmouth,The Learning Experience,732-643-9900,0 to 13,167,Tinton Falls,4059 Asbury Avenue,,7753,"4059 Asbury Avenue,Tinton Falls, NJ 7753",NA,NA
Bergen,Play and Learn,201-531-0111,0 to 6,27,Rutherford,84 Kip Avenue,,7070,"84 Kip Avenue,Rutherford, NJ 7070",NA,NA
Atlantic,"Tiny Hands Learning Center Pleasantville, LLC",609-892-4741,0 to 13,53,Pleasantville,101 West Delilah Road,,8232,"101 West Delilah Road,Pleasantville, NJ 8232",NA,NA
Passaic,First Steps for Kids,973-790-7302,0 to 6,56,Totowa,785 Totowa Road,,7512,"785 Totowa Road,Totowa, NJ 7512",NA,NA
Somerset,Middle Earth's Little Ducklings,908-725-7223,0 to 6,20,Bound Brook,500 Mountain Avenue Annex Bldg,,8805,"500 Mountain Avenue Annex Bldg,Bound Brook, NJ 8805",NA,NA
Hudson,Academy House CDC V,551-482-6225,0 to 13,245,Jersey City,404 Tonelle Avenue,,7306,"404 Tonelle Avenue,Jersey City, NJ 7306",NA,NA
Morris,Kids Connect,973-541-1800,0 to 13,36,Montville,2 Changebridge Road - Unit G,,7045,"2 Changebridge Road - Unit G,Montville, NJ 7045",NA,NA
Middlesex,Little Einstein's Academy,732-985-4700,0 to 13,49,Edison,334 Plainfield Avenue,,8817,"334 Plainfield Avenue,Edison, NJ 8817",NA,NA
Hudson,Bright Horizons at Sinatra Drive Hoboken,201-798-0071,0 to 13,73,Hoboken,336 Sinatra Drive,,7030,"336 Sinatra Drive,Hoboken, NJ 7030",NA,NA
Morris,Novartis Early Learning Center,857-383-1454,0 to 13,233,East Hanover,One Health Plaza,,7936,"One Health Plaza,East Hanover, NJ 7936",NA,NA
Bergen,Cradles 2 Crayons,201-634-8622,0 to 13,87,Emerson,19 Emerson Plaza E,,7630,"19 Emerson Plaza E,Emerson, NJ 7630",NA,NA
Hudson,Pinky Preschool and Nursery Corp./Smile Preschool and Nurser,201-963-8533,0 to 6,35,Jersey City,276 First Street,,7302,"276 First Street,Jersey City, NJ 7302",NA,NA
Mercer,Robbinsville Montessori,609-961-1125,0 to 13,60,Robbinsville,2022 Washington Blvd,,8691,"2022 Washington Blvd,Robbinsville, NJ 8691",NA,NA
Somerset,"Somerset Community Action Program, Inc",732-322-2871,0 to 13,45,Somerset,757 Franklin Blvd,,8873,"757 Franklin Blvd,Somerset, NJ 8873",NA,NA
Essex,Bright Horizons at Halsey Street,973-565-0058,0 to 13,51,Newark,106 Halsey Street,,7102,"106 Halsey Street,Newark, NJ 7102",NA,NA
Essex,Vailsburg Child Development Center at Palm Street,973-374-2000,0 to 6,75,Newark,1033-1035 South Orange Avenue,,7106,"1033-1035 South Orange Avenue,Newark, NJ 7106",NA,NA
Essex,Shining Stars Academy,973-416-2100,0 to 13,180,Irvington,10 Washington Avenue,Second Floor,7111,"10 Washington Avenue,Irvington, NJ 7111",NA,NA
Middlesex,The Goddard School,732-981-1972,0 to 13,184,Piscataway,376 S. Randolphville Road,,8854,"376 S. Randolphville Road,Piscataway, NJ 8854",NA,NA
Sussex,Peachtree Montessori Learning Center LLC Engle Day School,908-304-4186,0 to 13,95,Sparta,60 Glen Road,,7871,"60 Glen Road,Sparta, NJ 7871",NA,NA
Camden,The Little Learners of Cherry Hill LLC,856-366-5522,0 to 13,31,Cherry Hill,484 Evesham Road Unit 4,,8003,"484 Evesham Road Unit 4,Cherry Hill, NJ 8003",NA,NA
Camden,Acelero Learning Camden Early Head Start,856-635-0002,0 to 6,38,Camden,150 Boyd Street,,8105,"150 Boyd Street,Camden, NJ 8105",NA,NA
Bergen,Happy Kids Preschool,201-224-0500,0 to 13,75,Fort Lee,1350 15th Street,,7024,"1350 15th Street,Fort Lee, NJ 7024",NA,NA
Essex,The Leaguers Headstart/Early Head Start Program,973-643-0300,0 to 6,122,Newark,200 South Orange Avenue,,7103,"200 South Orange Avenue,Newark, NJ 7103",NA,NA
Bergen,Little Learners Child Development Center,201-523-3698,0 to 6,60,Hackensack,47 Essex Street,,7407,"47 Essex Street,Hackensack, NJ 7407",NA,NA
Middlesex,The Goddard School,732-441-3500,0 to 13,114,Matawan,300 Belchase Drive,,7747,"300 Belchase Drive,Matawan, NJ 7747",NA,NA
Atlantic,"Rachaels Kids Care, LLC",609-652-2997,0 to 6,30,Galloway,319 E. Jimmie Leeds Road Bldg.,,8205,"319 E. Jimmie Leeds Road Bldg.,Galloway, NJ 8205",NA,NA
Bergen,Adventures in Learning Daycare III LLC,201-683-8411,0 to 13,97,Paramus,115 West Century Road,,7652,"115 West Century Road,Paramus, NJ 7652",NA,NA
Monmouth,Village Montessori Day School,732-456-5274,0 to 6,35,Manalpan,203 Taylors Mills Road,,7726,"203 Taylors Mills Road,Manalpan, NJ 7726",NA,NA
Morris,Magic Garden School & Early Learning Center,973-328-9057,0 to 13,118,Wharton,113 Fern Ave,,7885,"113 Fern Ave,Wharton, NJ 7885",NA,NA
Mercer,Kiddie Academy of Robbinsville,609-224-1177,0 to 13,178,Robbinsville,1412 Route 130 Building F,,8691,"1412 Route 130 Building F,Robbinsville, NJ 8691",NA,NA
Somerset,Little XYZ Inc DBA The Goddard School,732-366-1010,0 to 13,202,Somerset,149 Pierce Street,,8873,"149 Pierce Street,Somerset, NJ 8873",NA,NA
Bergen,Montessori Teaneck Northwest,201-837-1292,0 to 13,39,Teaneck,480 Warwick Avenue,,7666,"480 Warwick Avenue,Teaneck, NJ 7666",NA,NA
Hudson,Little Einsteins Early Learning Center,201-758-9900,0 to 13,62,Guttenberg,6723-25 Polk Street,,7093,"6723-25 Polk Street,Guttenberg, NJ 7093",NA,NA
Essex,Maggie's Kidz Academy,973-375-4579,0 to 13,86,Irvington,915 Stuyvesant Avenue,,7111,"915 Stuyvesant Avenue,Irvington, NJ 7111",NA,NA
Bergen,The Learning Experience,201-546-8304,0 to 13,205,Hackensack,30 Woodridge Ave,,7601,"30 Woodridge Ave,Hackensack, NJ 7601",NA,NA
Ocean,The Learning Ladder of Lacey,609-693-7550,0 to 13,45,Forked River,400 South Main Street,,8731,"400 South Main Street,Forked River, NJ 8731",NA,NA
Somerset,The Ethicon Family Center,908-218-5454,0 to 13,275,Somerville,Us Route 22 West At Ethicon Dr,,8876,"Us Route 22 West At Ethicon Dr,Somerville, NJ 8876",NA,NA
Essex,Imagine Early Lrng Ctr LLC-Newark Federal Kids Care,973-645-3130,0 to 13,86,Newark,"970 Broad Street, Suite 107",,7102,"970 Broad Street, Suite 107,Newark, NJ 7102",NA,NA
Bergen,Prodigy Academie LLC,201-934-8009,0 to 13,60,Ramsey,875 Route 17 South,,7446,"875 Route 17 South,Ramsey, NJ 7446",NA,NA
Gloucester,The Learning Experience,856-415-7434,0 to 13,161,Deptford,1351 Tanyard Road,,8096,"1351 Tanyard Road,Deptford, NJ 8096",NA,NA
Gloucester,Learn With Me DayCare,856-270-2816,0 to 13,70,Sewell,470 Delsea Drive,,8080,"470 Delsea Drive,Sewell, NJ 8080",NA,NA
Camden,Gateway Early Learning Center,856-453-0803,0 to 6,33,Sicklerville,510 Williamstown Road Suite A,,8081,"510 Williamstown Road Suite A,Sicklerville, NJ 8081",NA,NA
Somerset,Rainbow Child Care Center,908-252-1533,0 to 13,116,Branchburg,1005 Us-202,,8876,"1005 Us-202,Branchburg, NJ 8876",NA,NA
Somerset,Somerset County YMCA Somerville Early Education Center,908-722-4567,0 to 13,126,Somerville,2 Green Street,,8876,"2 Green Street,Somerville, NJ 8876",NA,NA
Somerset,Johnson & Johnson Child Development Center at Skillman,908-904-3400,0 to 13,219,Skillman,199 Grandview Road,,8558,"199 Grandview Road,Skillman, NJ 8558",NA,NA
Hudson,HLC Kids Academy,201-974-9800,0 to 13,60,West New York,5001 Park Ave,,7093,"5001 Park Ave,West New York, NJ 7093",NA,NA
Atlantic,Standing Tall,609-652-0498,0 to 13,90,Galloway,182a S New York Road,,8205,"182a S New York Road,Galloway, NJ 8205",NA,NA
Bergen,Square One Kids Academy,732-598-9496,0 to 6,102,Oakland,112 Bauer Drive,,7436,"112 Bauer Drive,Oakland, NJ 7436",NA,NA
Mercer,Atkinson Child Development Center,609-883-7500,0 to 6,30,Ewing,101 Celia Way,,8628,"101 Celia Way,Ewing, NJ 8628",NA,NA
Essex,Holy Rosary DayCare Inc.DBA RisingSunChildrenAcademy,973-286-0026,0 to 13,69,Newark,535 Martin Luther King Blvd.,,7102,"535 Martin Luther King Blvd.,Newark, NJ 7102",NA,NA
Somerset,Rainbow Child Care Center,908-658-4405,0 to 13,174,Bridgewater,1246 Route 202-206,,8807,"1246 Route 202-206,Bridgewater, NJ 8807",NA,NA
Passaic,Michael's Energy Factory,973-684-2278,0 to 13,376,Paterson,101 Oliver Street,,7501,"101 Oliver Street,Paterson, NJ 7501",NA,NA
Monmouth,Radoste LLC dba Kiddie Academy of Freehold,732-683-2086,0 to 13,166,Freehold,45 Gibson Place,,7728,"45 Gibson Place,Freehold, NJ 7728",NA,NA
Hudson,The Nurturing Place,201-413-1982,0 to 13,85,Jersey City,81 York Street,,7302,"81 York Street,Jersey City, NJ 7302",NA,NA
Bergen,Goddard School,201-470-6245,0 to 6,150,Paramus,332 Forest Avenue,,7652,"332 Forest Avenue,Paramus, NJ 7652",NA,NA
Cape May,"Wee Care For Kids, LLC",609-463-8263,0 to 6,51,Cape May Court House,10 West Pacific Avenue,,8210,"10 West Pacific Avenue,Cape May Court House, NJ 8210",NA,NA
Ocean,The Learning Ladder Academy,732-370-9230,0 to 13,96,Lakewood,60 Chambers Bridge Road,,8701,"60 Chambers Bridge Road,Lakewood, NJ 8701",NA,NA
Hudson,Early Rise Academy,551-256-7222,0 to 13,23,Jersey City,364 Ocean Ave,,7305,"364 Ocean Ave,Jersey City, NJ 7305",NA,NA
Bergen,Learning Tree Academy Inc.,201-460-7070,0 to 13,74,Wood-Ridge,150 Park Place East,,7075,"150 Park Place East,Wood-Ridge, NJ 7075",NA,NA
Middlesex,Primrose School of Old Bridge,732-252-8694,0 to 13,210,Old Bridge,3647 US Highway Route 9 North,,8857,"3647 US Highway Route 9 North,Old Bridge, NJ 8857",NA,NA
Burlington,Kaleidoscope Academy,609-499-6590,0 to 13,169,Bordentown,2144 Route 130 N,,8505,"2144 Route 130 N,Bordentown, NJ 8505",NA,NA
